src,tgt
"""अधुना लक्षाधिकाः छात्राः, प्रायः ४० सहस्राणि मातापितरः, प्रायः १० सहस्राणि शिक्षकाः च भागं गृहीतवन्तः।""
","""So far, more than one lakh  students, about 40 thousand parents, and about 10 thousand teachers have  participated.""
"
"त्वमपि अद्यैव भागं गृह्णाति।
","You too participate today itself.
"
"""कोरोना-काले अहं किञ्चित् समयं बहिः कृतवान्, परीक्षायोद्धापुस्तके बहवः नूतनाः मन्त्राः योजितवान्; केचन मातापितृणां कृते अपि।""
","""In the times of Corona,  I took out some time, added many new mantras in the exam warrior book;  some for the parents as well.""
"
"एतेषां मन्त्राणां सम्बद्धाः बहवः रोचकाः क्रियाकलापाः नरेन्द्रमोदी एप् इत्यत्र दत्ताः सन्ति ये भवतः अन्तः परीक्षायोद्धां प्रज्वलितुं साहाय्यं करिष्यन्ति।
","A lot of interesting activities related to  these mantras are given on the Narendra Modi App which will help to  ignite the exam warrior in you.
"
"तान् प्रयतस्व कुरु।
","Do try them.
"
"मम सर्वेषां युवानां मित्राणां कृते आगामिपरीक्षाणां कृते शुभकामना।
","Best wishes to all my young  friends for the upcoming exams.
"
"""मम प्रियाः देशवासिनः, मार्चमासः अपि अस्माकं वित्तीयवर्षस्य अन्तिमः मासः अस्ति, अतः, भवद्भ्यः बहवः अतीव व्यस्तः कालः भविष्यति।""
","""My  dear countrymen, the month of March is also the last month of our  financial year, therefore, it will be a very busy period for many of  you.""
"
"""देशे यथा आर्थिकक्रियाकलापाः तीव्राः भवन्ति, अस्माकं व्यापारिकमित्राणां, उद्यमीमित्राणां च क्रियाकलापाः अपि वर्धन्ते।""
","""The way economic activities are intensifying in the country, the  activities of our business and entrepreneur friends are also increasing.""
"
"""एतेषां सर्वेषां मध्ये अस्माभिः कोरोना-विरुद्धं रक्षणं न न्यूनीकर्तव्यम्।""
","""In the midst of all these, we should not lower our guard against  Corona.""
"
"""भवन्तः सर्वे स्वस्थाः भवेयुः, सुखिनः भवन्तु, कर्तव्यस्य सेवायाः च मार्गे स्थिराः भवन्तु, देशः शीघ्रं अग्रे गमिष्यति।""
","""May all of you be healthy, be happy, stay steadfast on the path  of duty and service and the country will continue to move ahead fast.""
"
"उत्सवानां कृते भवद्भ्यः सर्वेभ्यः पूर्वमेव शुभकामना; कोरोना विषये अपि नियमेषु शिथिलता न भवेत्।
","Best wishes in advance to all of you for the festivals; there should not  be any laxity in the rules regarding Corona as well.
"
"""मम प्रियाः देशवासिनः नमस्कारः!पुनः एकवारं 'मन की बात' इत्यत्र स्वागतम्।""
","""My dear countrymen, Namaskar!Welcome  to 'Mann Ki Baat' once again.""
"
"अद्य वयं भारतस्य सफलतायाः उल्लेखं कृत्वा 'मन की बात' इत्यस्य आरम्भं करिष्यामः।
","Today we will commence 'Mann Ki Baat'  mentioning India's success.
"
"""अस्य मासस्य आरम्भे भारतं इटलीदेशात् स्वस्य अमूल्यं धरोहरं गृहं आनेतुं सफलः अभवत्।""
","""In the beginning of this month, India has  been successful in bringing home an invaluable heritage of hers from  Italy.""
"
"एषा धरोहरः अवलोकितेश्वरपद्मपाणी इत्यस्य सहस्रवर्षाधिकपुराणी मूर्तिः अस्ति ।
","This heritage is the over one thousand years old idol of  Avalokiteshvara Padmapani.
"
"""इयं मूर्तिः कतिपयवर्षेभ्यः पूर्वं बिहारस्य गया जी इत्यस्य देवीस्थानात् कुण्डलपुरमन्दिरात् अपहृता आसीत्।""
","""This idol was stolen a few years ago from  Kundalpur temple, Devi Sthan  of Gaya ji in Bihar.""
"
"""किन्तु असंख्यप्रयत्नानन्तरं भारतेन इदानीं एषा मूर्तिः पुनः प्राप्ता अस्ति।""
","""But after innumerable efforts, India has now got  this idol back.""
"
"""तथापि कतिपयवर्षेभ्यः पूर्वं तमिलनाडुराज्यस्य वेल्लोरतः भगवान् अञ्जनेयारस्य हनुमानजी इत्यस्य मूर्तिः अपहृता आसीत्।""
","""Similarly, a few years ago the idol of Lord Anjaneyaar,  Hanuman ji was stolen from Vellore in Tamil Nadu.""
"
"हनुमानजी इत्यस्य एषा मूर्तिः अपि ६००-७०० वर्षाणाम् आसीत् ।
","This idol of Hanuman  ji was also 600-700 years old.
"
"""अस्मिन् मासे पूर्वं वयं एतत् ऑस्ट्रेलियादेशे पुनः प्राप्तवन्तः; अस्माकं मिशनेन एतत् प्राप्तम्।""
","""Earlier this month, we retrieved this in  Australia; our Mission has received it.""
"
"""मित्राः, अस्माकं सहस्रवर्षस्य इतिहासे देशस्य विभिन्नेषु भागेषु अन्यस्मात् श्रेष्ठाः मूर्तिः सर्वदा निर्मिताः आसन्; तत्र आदरः, सामर्थ्यं, कौशलं च समाविष्टम् आसीत्, विविधवैविध्यं च परिपूर्णम् आसीत्
","""Friends,  in our history of thousands of years, idols, one better than the other  were always being made in various parts of the country; it also  comprised reverence, capability, skill and was full of varied diversity.""
"
"अस्माकं च प्रत्येकस्य मूर्तिस्य इतिहासे अपि स्वस्वसमयस्य प्रभावः चित्रितः अस्ति।
","And the history of each of our idols also depicts the influence of  their respective times.
"
"न केवलं ते भारतीयशिल्पस्य अद्भुतं कलात्मकं उदाहरणं आसन्; अस्माकं विश्वासः अपि तेषां सह सम्बद्धः आसीत्।
","Not only were they a wonderful artistic example  of Indian sculpture; our faith was also connected with them.
"
"""किन्तु, पूर्वं बहवः मूर्तिः अपहृताः, भारतात् बहिः निष्कासिताः च आसन्।""
","""But, in the  past, many idols were stolen and kept being taken out of India.""
"
"""कदाचित् अस्मिन् देशे, कदाचित् अन्यस्मिन् देशे एताः मूर्तिः विक्रीयते स्म... तेषां कृते च केवलं कलाखण्डाः एव आसन्।""
","""Sometimes in this country, at times in another, these idols were sold...  and for them they were just pieces of art.""
"
"""न च तेषां इतिहासेन सह किमपि सम्बन्धः आसीत्, न च तेषां प्रति आदरः आसीत्।""
","""Neither did they have  anything to do with their history, nor with reverence attached to them.""
"
"एताः प्रतिमाः गृहे आनयितुं भारतमातुः प्रति अस्माकं दायित्वम् अस्ति।
","It is our responsibility towards Mother India to bring home these idols.
"
"एताः मूर्तिः भारतस्य आत्मायाः एकं भागं मूर्तरूपं ददति; श्रद्धा अपि ।
","These idols embody a part of the soul of India; faith as well.
"
"तेषां सांस्कृतिक-ऐतिहासिकमहत्त्वमपि अस्ति ।
","They  also have a cultural-historical significance.
"
"""एतत् उत्तरदायित्वं साक्षात्कृत्य भारतेन स्वस्य प्रयत्नाः वर्धिताः।""
","""Realising this  responsibility, India increased her efforts.""
"
"""तथा च फलतः चोरीप्रवृत्तेः विरुद्धं निवारकभयं पोषितवती।""
","""And resultantly, it  fostered a deterrent fear against the tendency to steal.""
"
"""यत्र एताः मूर्तिः अपहृताः अपहृताः च देशाः अपि इदानीं अनुभवितुं आरब्धवन्तः यत् भारतेन सह सम्बन्धेषु मृदुशक्तिः कूटनीतिकमार्गे अपि अस्य अपारं महत्त्वं भवितुम् अर्हति।
","""The countries  where these idols were stolen and taken away to, also started to feel  now that it could also have immense significance in the diplomatic  channel of soft power in relations with India.""
"
"""भारतस्य भावनाः तया सह सम्बद्धाः सन्ति; भारतस्य श्रद्धा अपि संलग्नः अस्ति, तथा च, एकप्रकारेण, जनसम्बन्धेषु अपि बहु बलं सृजति।
","""India's feelings are  associated with it; India's reverence is attached as well, and, in a  way, it creates a lot of strength in people-to-people relations as well.""
"
"""कतिपयदिनानि पूर्वमेव भवन्तः अवश्यं अवलोकितवन्तः यत् काशीतः अपहृता मा अन्नपूर्णादेव्याः मूर्तिः अपि पुनः आनीता आसीत्।""
","""Just a few days ago you must have noted that the idol of Ma Annapurna  Devi, which was stolen from Kashi, was also brought back.""
"
"भारतस्य प्रति परिवर्तनशीलस्य वैश्विकदृष्टिकोणस्य एतत् उदाहरणम् अस्ति ।
","This is an  example of the changing global outlook towards India.
"
"""२०१३ वर्षपर्यन्तं प्रायः १३ मूर्तिः भारते पुनः आनीताः आसन्।""
","""Till the year  2013, nearly 13 idols had been brought back to India.""
"
"""किन्तु, विगतसप्तवर्षेषु भारतेन २०० तः अधिकानि बहुमूल्यानि मूर्तिः सफलतया पुनः आनयत्।""
","""But, in the last  seven years, India has successfully brought back more than 200 precious  idols.""
"
"""अमेरिका, ब्रिटेन, हॉलैण्ड्, फ्रान्स, कनाडा, जर्मनी, सिङ्गापुर इत्यादयः बहवः देशाः भारतस्य एतां भावनां अवगत्य एताः मूर्तिः पुनः प्राप्तुं अस्मान् साहाय्यं कृतवन्तः।""
","""Many countries such as America, Britain, Holland, France, Canada,  Germany, Singapore have understood this sentiment of India and helped  us to retrieve these idols.""
"
"""यदा अहं गतवर्षस्य सेप्टेम्बरमासे अमेरिकादेशं गतः तदा तत्र बहवः अतीव पुराणाः मूर्तिः, सांस्कृतिकमहत्त्वस्य च बहवः कलाकृतयः च दृष्टाः।""
","""When I went to America in September last  year, I came across a lot of very old idols and many artefacts of  cultural importance there.""
"
"""यदा कदापि कोऽपि अमूल्यः धरोहरः देशे प्रत्यागच्छति तदा स्वाभाविकतया अस्माकं सर्वेषां कृते महती सन्तुष्टिः भवति....एकः भारतीयः इति नाम्ना, इतिहासस्य पुरातत्त्वस्य च प्रति श्रद्धावान् इति नाम्ना, आस्थायाः संस्कृतियाश्च सह सम्बद्धः इति नाम्ना।
","""Whenever any priceless heritage returns to  the country, it is naturally a matter of great satisfaction for all of  us....as an Indian, as one who has reverence for history and  archaeology, one connected with faith and culture.""
"
"""मित्राः, भारतीयसंस्कृतेः, अस्माकं धरोहरस्य च विषये वदन् अद्य अहं भवन्तं 'मन की बात' इत्यस्मिन् द्वयोः जनानां परिचयं कर्तुम् इच्छामि।""
","""Friends,  talking about Indian culture and our heritage, today I want to  introduce you to two people in 'Mann Ki Baat'.""
"
"""अद्यकाले तंजानियादेशस्य द्वौ भ्रातरौ किली पौलः तस्य भगिनी निमा च फेसबुक्, ट्विट्टर्, इन्स्टाग्राम इत्यत्र बहु वार्तासु सन्ति, अहं निश्चयेन भवान् अपि, तेषां विषये श्रुतवान् स्यात्।
","""These days, two Tanzanian  siblings, Kili Paul and his sister Nima, are in the news a lot on  Facebook, Twitter and Instagram, and I'm sure you too, must have heard  about them.""
"
"""तेषां भारतीयसङ्गीतस्य अनुरागः, उन्मादः च अस्ति अतः ते अपि अतीव लोकप्रियाः सन्ति।""
","""They have a passion, a craze for Indian music and for this  reason they are also very popular.""
"
"तेषां Lip Sync इति तकनीकः दर्शयति यत् ते तस्मिन् कियत् परिश्रमं कुर्वन्ति।
","Their technique of Lip Sync shows how  hard they work at it.
"
"""अधुना एव गणतन्त्रदिवसस्य अवसरे अस्माकं राष्ट्रगीतं 'जनगणमाना' इति गायनस्य एकः भिडियो वायरल् अभवत्।""
","""Recently, a video of him singing our National  Anthem 'Jana Gana Mana' on the occasion of Republic Day went viral.""
"
"""कतिपयदिनानि पूर्वं सः लता दीदी इत्यस्याः गीतं प्रस्तुत्य अपि तस्याः आत्मानुभूतिपूर्णं श्रद्धांजलिम् अयच्छत्।""
","""A  few days ago, he also paid a soulful tribute to Lata didi by presenting  her song.""
"
"एतयोः भ्रातरौ किली निमा च अद्भुतसृजनशीलतायाः कृते अहं बहु प्रशंसयामि।
","I really appreciate these two siblings Kili and Nima very much  for their wonderful creativity.
"
"""कतिपयदिनानि पूर्वं तंजानियादेशे भारतीयदूतावासे अपि सः सम्मानितः अस्ति।""
","""A few days ago, he has also been  honoured at the Indian Embassy in Tanzania.""
"
"भारतीयसङ्गीतस्य माया तादृशी यत् सर्वान् मुग्धं करोति ।
","The magic of Indian music is  such that it fascinates everyone.
"
"""स्मरामि, कतिपयवर्षेभ्यः पूर्वं विश्वस्य एकशत-पञ्चाशत्-देशेभ्यः, स्व-स्व-देशेषु, स्व-स्व-वेष-वस्त्रेण, पूज्य-बापू-प्रिय-भजनस्य 'वैष्णव-जन'-इत्यस्य सफलं प्रस्तुतिम् अकरोत् , महात्मा गान्धी की प्रिय रचना।""
","""I recall, a few years ago,  singers-musicians from more than one hundred and fifty countries of the  world, in their respective countries, in their respective costumes, made  a successful presentation of 'Vaishnav Jan', the beloved bhajan of  revered Bapu, the favourite composition of Mahatma Gandhi.""
"
"""अद्य यदा भारतं स्वातन्त्र्यस्य ७५ तमे वर्षस्य महत्त्वपूर्णं उत्सवं आचरति तदा देशभक्तिगीतानां विषये अपि एतादृशाः उपक्रमाः कर्तुं शक्यन्ते, यत्र विदेशीयाः नागरिकाः अथवा विदेशेभ्यः प्रसिद्धाः गायकाः भारतीयदेशभक्तिगीतानां प्रस्तुतीकरणाय आमन्त्रिताः भवन्ति।
","""Today,  when India is celebrating the important festival of 75th year of its  Independence, similar initiatives can be carried out regarding patriotic  songs, wherein foreign nationals or famous singers from abroad are  invited to render Indian patriotic songs.""
"
"""न केवलम् एतत्, यदि तंजानियादेशस्य किली, नीमा च भारतस्य गीतानि एतादृशरीत्या ओष्ठं समन्वययितुं शक्नुवन्ति तर्हि मम देशे... अस्माकं देशस्य अनेकभाषासु... बहुविधं गीतं न अस्ति वा।।"" 't any Gujarati children do that with Tamil songs....केरलस्य केचन बालकाः असमियागीतैः सह तत् कर्तुं शक्नुवन्ति स्म.... केचन कन्नडबालाः जम्मू-कश्मीरस्य गीतैः तत् कर्तुं शक्नुवन्ति स्म!""
","""Not only this, if Kili and  Neema in Tanzania can lip sync the songs of India in this manner, aren’t  there many types of songs in my country... in many languages ​​​​of our  country... can’t any Gujarati children do that with Tamil songs....some  children of Kerala could do that with Assamese songs.... some Kannada  children could that with songs of Jammu and Kashmir!""
"
"वयं तादृशं वातावरणं निर्मातुं शक्नुमः यस्मिन् वयं 'एक भारत-श्रेष्ठ भारत' इति अनुभवं कर्तुं समर्थाः भविष्यामः।
","We can create such  an environment in which we will be able to experience 'Ek  Bharat-Shreshtha Bharat'.
"
"""न केवलम् एतत्, वयं निश्चितरूपेण आजादिका अमृतमहोत्सवस्य उत्सवं नवीनरीत्या आयोजयितुं शक्नुमः।""
","""Not only this, we can definitely celebrate  Azadi ka Amrit Mahotsav in a novel way.""
"
"देशस्य युवानां कृते आग्रहं करोमि यत् भारतीयभाषाणां लोकप्रियगीतानां विडियो स्वकीयेन प्रकारेण निर्मायताम्.... भवान् अतीव लोकप्रियः भविष्यति!
","I urge the youth of the country  to make videos of the popular songs of Indian languages ​​in their own  way.... you will become very popular!
"
"""देशस्य च विविधता नूतनपीढीं प्रति परिचिता भविष्यति।मम प्रियाः देशवासिनः, केवलं कतिपयदिनानि पूर्वं वयं अन्तर्राष्ट्रीयमातृभाषादिवसम् आचरितवन्तः।
","""And the diversity of the country  will be introduced to the new generation.My  dear countrymen, just a few days ago, we celebrated International  Mother Language Day.""
"
"""ये विद्वाः सन्ति ते मातृभाषाशब्दः कुतः आगतः, कथं उत्पन्नः इति विषये बहु शैक्षणिकं निवेशं दातुं शक्नुवन्ति।""
","""Those who are learned can give a lot of academic  input about where the word mother tongue came from, how it originated.""
"
"""मातृभाषायाः विषये अहं बोधयिष्यामि यत् यथा यथा अस्माकं माता अस्माकं जीवनं ढालति तथा तथा मातृभाषा अपि अस्माकं जीवनस्य आकारं ददाति।""
","""I  would emphasise about mother tongue that as our mother moulds our life,  in the same manner, mother tongue also shapes our life.""
"
"""मातृभाषा च, उभौ मिलित्वा जीवनस्य आधारं दृढं कुर्वतः; तस्य स्थायित्वं ऋणं ददाति।""
","""The mother and  mother tongue, both together strengthen the foundation of life; lending  it permanence.""
"
"""यथा वयं मातरं त्यक्तुं न शक्नुमः, तथैव मातृभाषाम् अपि त्यक्तुं न शक्नुमः।""
","""Just like we cannot abandon our mother, similarly, we  cannot leave our mother tongue either.""
"
"""अहं श्वः एकां घटनां स्मरामि, यदा अहं अमेरिकादेशं गतः तदा अहं भिन्न-भिन्न-कुटुम्बानां दर्शनस्य अवसरं प्राप्नोमि स्म।""
","""I remember an incident of  yesteryears, when I had gone to America, I would get a chance to visit  different families.""
"
"एकदा अहं तेलुगुकुटुम्बं गतः तत्र अतीव सुखदं परिदृश्यं द्रष्टुं प्राप्तवान्।
","Once I went to a Telugu family and I got to see a  very happy scenario there.
"
"""ते मां अवदन् यत् तेषां कुटुम्बे एकः नियमः कृतः यत् कियत् अपि व्यस्तः भवेत्, यदि ते बहिःस्थः न भवन्ति तर्हि सर्वे परिवारजना: एकत्र मेजस्य समीपे उपविश्य रात्रिभोजनं करिष्यन्ति तथा च भोजनमेजस्य उपरि समानरूपेण अनिवार्यम् आसीत् केवलं तेलुगुभाषायां वार्तालापं कुर्वन् अस्ति।""
","""They told me that they had made a rule in the  family that no matter how busy one were to be, if they were not  outstation, then all the family members would have dinner sitting at the  table together and equally compulsory on the dinner table was  conversing in Telugu language only.""
"
"तत्र जायमानानां बालकानां कृते अपि एषः नियमः आसीत् ।
","This was also the rule for the  children who were born there.
"
"""मातृभाषायाः प्रति एतत् प्रेम्णं दृष्ट्वा अहम् अस्मिन् परिवारे अतीव प्रभावितः अभवम्।""
","""Seeing this love for the mother tongue, I  was highly impressed by this family.""
"
"""मित्राः, स्वातन्त्र्यस्य ७५ वर्षाणाम् अनन्तरम् अपि केचन जनाः मानसिकदुविधायाः सामनां कुर्वन्ति यस्य कारणेन तेषां भाषा, वेषः, भोजनं, पेयं च विषये आरक्षणं वर्तते, यदा तु, विश्वे अन्यत्र कुत्रापि एतादृशं नास्ति। "" "" .
","""Friends,  even after 75 years of independence, some people are facing a mental  dilemma due to which they have reservations with regard to their  language, their dress, their food and drink, whereas, it is not like  this anywhere else in the world.""
"
"अस्माकं मातृभाषा अस्ति; अस्माभिः गर्वेण वक्तव्यम्।
","It is our mother tongue; we should  speak it with pride.
"
"""अथ च, अस्माकं भारतं भाषाणां दृष्ट्या एतावत् समृद्धं यत् केवलं तस्य तुलना कर्तुं न शक्यते।""
","""And, our India is so rich in terms of languages  ​​that it just cannot be compared.""
"
"""अस्माकं भाषाणां बृहत्तमं सौन्दर्यं यत् कश्मीरतः कन्याकुमारीपर्यन्तं, कच्छतः कोहिमापर्यन्तं, शतशः भाषाः, सहस्राणि बोलीः ये परस्परं भिन्नाः परन्तु परस्परं एकीकृताः सन्ति...बहवः भाषाः - एकः अभिव्यक्तिः।
","""The biggest beauty of our languages  ​​is that from Kashmir to Kanyakumari, from Kutch to Kohima, hundreds of  languages, thousands of dialects which are different from each other  but are mutually integrated...many languages - one expression.""
"
"""शताब्दशः अस्माकं भाषाः परस्परं शिक्षमाणाः विकसिताः सन्ति, परस्परं परिष्कृत्य, परस्परं विकासं कुर्वन्तः च सन्ति।""
","""For  centuries, our languages have been evolving whilst learning from each  other and ​​have been refining themselves, developing each other.""
"
"विश्वस्य प्राचीनतमा तमिलभाषा भारते एव अस्ति तथा च प्रत्येकेन भारतीयेन गर्वः करणीयः यत् अस्माकं विश्वस्य एतादृशी महत्त्वपूर्णा धरोहरम् अस्ति।
","The  world’s oldest language Tamil is in India and every Indian should be  proud that we have such a significant  heritage of the world.
"
"""तथा एव बहवः प्राचीनशास्त्राणि अपि सन्ति; तेषां अभिव्यक्तिः अपि अस्माकं संस्कृतभाषायां वर्तते।""
","""In the same way, many ancient scriptures are  also there; their expression too is in our Sanskrit language.""
"
"भारतस्य जनाः १२१ मातृभाषारूपैः सह सम्बद्धाः इति गर्विताः सन्ति तथा च एतेषु १४ भाषाः दैनन्दिनजीवने १ कोटिभ्यः अधिकाः जनाः वदन्ति।
","The people  of India are proud to be associated with 121 forms of mother tongues  and 14 of these languages ​​are spoken by more than 1 crore people in  everyday life.
"
"""अर्थात् अस्माकं देशे १४ भिन्नभाषाभिः सह सम्बद्धानां जनानां अपेक्षया अनेकेषु यूरोपीयदेशेषु कुलजनसंख्या नास्ति।""
","""That is, many European countries do not have a total  population than the people who are associated with 14 different  languages ​​in our country.""
"
"""२०१९ तमे वर्षे विश्वस्य सर्वाधिकभाषितभाषासु हिन्दीभाषा तृतीयस्थानं प्राप्तवती।""
","""In the year 2019, Hindi was ranked third  among the most spoken languages ​​of the world.""
"
"अस्मिन् विषये अपि प्रत्येकेन भारतीयेन गर्वः करणीयः।
","Every Indian should be  proud of this too.
"
"""भाषा न केवलं अभिव्यक्तिमाध्यमम्, अपितु समाजस्य संस्कृतिं, धरोहरं च रक्षितुं अपि कार्यं करोति।""
","""Language is not just a medium of expression, but also  serves to preserve the culture and heritage of the society.""
"
"सुरजन परोही जी स्वभाषायाः धरोहरस्य रक्षणार्थं सूरीनामदेशे अपि एतादृशं कार्यं कुर्वन् अस्ति।
","Surjan  Parohi ji is doing similar work in Suriname to save the heritage of his  language.
"
"अस्य मासस्य द्वितीये दिने सः ८४ वर्षीयः अभवत् ।
","He turned 84 on the 2nd of this month.
"
"""तस्य पूर्वजाः अपि वर्षाणां पूर्वं सहस्रशः श्रमिकैः सह जीवनयापनार्थं सूरीनामदेशं गतवन्तः।""
","""His forefathers also  went to Suriname years ago, along with thousands of workers, to earn a  living.""
"
"सुरजन परोही जी हिन्दीभाषायां बहु उत्तमं काव्यं लिखन्ति; तत्रत्यासु राष्ट्रकविषु तस्य नाम मन्यते ।
","Surjan Parohi ji writes very good poetry in Hindi; his name is  considered among the national poets there.
"
"""अर्थात् अद्यत्वे अपि हिन्दुस्थानः तस्य हृदये स्पन्दति; तस्य कृतीषु भारतस्य मृत्तिकासुगन्धः अस्ति।""
","""That is, even today Hindustan  beats in his heart; there is a fragrance of the soil of India in his  works.""
"
"सुरजन परोही जी इत्यस्य नाम्ना सूरीनाम-देशस्य जनाः अपि संग्रहालयं निर्मितवन्तः ।
","The people of Suriname have also built a museum in the name of  Surjan Parohi ji.
"
"""२०१५ तमे वर्षे तस्य सम्मानस्य अवसरः प्राप्तः इति मम कृते अतीव उत्साहवर्धकम्।मित्राः अद्य अर्थात् २७ फेब्रुवरी दिनाङ्कः अपि मराठीभाषागौरवदिवसः अस्ति।
","""It is very heartening for me that in the year 2015 I  had the opportunity to honour him.Friends, today, that is, 27th February is also Marathi Bhasha Gaurav Divas.""
"
"""“ सर्व मराठी बन्धु भगिनिना मराठी भाषा दिने ददिक् शु मच्छा |” यह दिवस मराठी कविराज, विष्णु वामन शिर्वडकर जी, श्रीमन कुसुमाग्रज जी को समर्पित है।""
","""“सर्व मराठी बंधु भगिनिना मराठी भाषा दिनाच्या हार्दिक शुभेच्छा|” This  day is dedicated to Marathi Kaviraj, Vishnu Vaman Shirvadkar ji,  Shriman Kusumagraj ji.""
"
"अद्य कुसुमाग्रज जी इत्यस्य जन्मोत्सवः अपि अस्ति।
","Today is also the birth anniversary of Kusumagraj  ji.
"
"""कुसुमागराज जी मराठीभाषायां काव्यानि लिखितवान्, अनेकानि नाटकानि लिखितवान्, मराठीसाहित्यं च नूतनानि ऊर्ध्वतानि नीतवान्।""
","""Kusumagraj ji wrote poems in Marathi, wrote many plays, and took  Marathi literature to new heights.""
"
"""मित्राः, अस्माकं भाषाणां स्वकीयाः विशेषलक्षणाः सन्ति; मातृभाषायाः स्वकीयं विज्ञानम् अस्ति।""
","""Friends,  our languages have their own special characteristics; mother tongue has  its own science.""
"
"""एतत् विज्ञानं अवगन्तुं राष्ट्रियशिक्षानीतौ स्थानीयभाषायाः अध्ययनस्य उपरि बलं दत्तम् अस्ति।""
","""For understanding this science, emphasis has been laid  on studies in the local language in the National Education Policy.""
"
"अस्माकं व्यावसायिकपाठ्यक्रमाः अपि प्रादेशिकभाषासु पाठिताः भवेयुः इति प्रयत्नाः क्रियन्ते।
","Efforts are being made that our professional courses should also be  taught in the regional languages.
"
"""आजादी का अमृतकाल इत्यस्मिन् अस्माभिः सर्वैः मिलित्वा अस्य प्रयासस्य गतिः दातव्या; एतत् आत्मसम्मानस्य सूचकं कार्यम् अस्ति।""
","""In Azadi Ka Amrit Kaal, we all should  lend momentum to this effort together; this is a work indicative of  self-respect.""
"
"यस्याः मातृभाषायाः गुणाः ज्ञात्वा तस्मिन् किमपि लिखन्तु इति इच्छामि ।
","I would like you to know about the qualities of whatever  mother tongue you speak and write something in it.
"
"""मित्राः, कतिपयदिनानि पूर्वं मम मित्रेण केन्यादेशस्य पूर्वप्रधानमन्त्री च रायला ओडिङ्गा इत्यनेन सह मम समागमः अभवत्।""
","""Friends,  A few days ago I had a meeting with my friend and former Prime Minister  of Kenya, Raila Odinga.""
"
"एषा समागमः रोचकः आसीत् किन्तु अतीव भावुकः अपि आसीत् ।
","This meeting was interesting but also very  emotional.
"
"""यतो हि वयं अतीव सुहृदः स्मः, अतः वयं स्वतन्त्रतया अपि चर्चां कुर्मः।""
","""Since we are very good friends, we also discuss freely.""
"
"""अस्माकं द्वयोः वार्तालापस्य मध्ये ओडिङ्गा जी स्वपुत्र्याः विषये अवदत्।""
","""While  both of us were in a conversation, Odinga ji told about his daughter.""
"
"तस्य पुत्री रोज्मेरी इत्यस्याः मस्तिष्के अर्बुदः आसीत्, अतः तस्याः शल्यक्रिया कर्तव्या आसीत् ।
","His daughter Rosemary had a brain tumour and because of this she had to  undergo surgery.
"
"""किन्तु अस्य एकः दुष्प्रभावः आसीत् यत् रोज्मेरी इत्यस्याः दृष्टिः प्रायः नष्टा अभवत्; सा दर्शनं त्यक्तवती।""
","""However, one side-effect of this was that Rosemary  almost lost her eyesight; she stopped seeing.""
"
"""भवन्तः कल्पयितुं शक्नुवन्ति यत् कन्यायाः किं घटितं स्यात्.... पितुः स्थितिः अपि अनुमानयितुं शक्नुमः, तस्य भावनाः अवगन्तुं शक्नुमः।""
","""You can imagine what must  have happened to the daughter.... and we can also guess the condition of  the father, we can understand his feelings.""
"
"""विश्वस्य सर्वत्र चिकित्सालयेषु... विश्वे कोऽपि प्रमुखः देशः नासीत्, यत्र सः स्वपुत्र्याः चिकित्सायाः कृते यथाशक्ति प्रयासं न कृतवान् आसीत्।""
","""In hospitals all over the  world... there was not any major country in the world, where he had not  tried his best for the treatment of his daughter.""
"
"""सः विश्वस्य बृहत्देशान् अन्वेषितवान्, परन्तु, सफलता नासीत् तथा च एकप्रकारेण सर्वान् आशान् त्यक्त्वा सम्पूर्णे गृहे निराशायाः वातावरणम् आसीत्।
","""He searched the big  countries of the world, but, there was no success and in a way, giving  up all hopes, there was an atmosphere of despair in the entire  household.""
"
"""एतस्मिन् समये कश्चन तस्मै आयुर्वेदचिकित्सायाः कृते भारतम् आगन्तुं सूचितवान् तथा च सः बहु प्रयत्नः कृतवान् अपि च श्रान्तः अभवत् तथापि सः चिन्तितवान् यत् पुनः प्रयासं कुर्मः... पश्यतु किं भवति!
","""Meanwhile, someone suggested him to come to India for  Ayurveda treatment and even though he had tried a lot and was tired, yet  he thought that let's try once again... see what happens!""
"
"""सः भारतम् आगतः, केरलस्य आयुर्वेदिकचिकित्सालये स्वपुत्र्याः चिकित्सां कर्तुं आरब्धवान्।""
","""He came to  India, started getting his daughter treated at an Ayurvedic hospital in  Kerala.""
"
"कन्या अत्र चिरकालं यावत् स्थितवती।
","The daughter stayed here for a long time.
"
"अस्य आयुर्वेदिकचिकित्सायाः प्रभावः तादृशः आसीत् यत् रोज्मेरी इत्यस्याः दृष्टिः बहुधा पुनः आगता ।
","The effect of this  Ayurvedic treatment was such that Rosemary's eyesight returned to a  great extent.
"
"""भवन्तः कल्पयितुं शक्नुवन्ति, यथा नूतनं जीवनं दत्तं, रोज्मेरी इत्यस्याः जीवने प्रकाशः पुनः आगतः।""
","""You can imagine, as if a new lease of life was given and  light came back into Rosemary's life.""
"
